"time","index","stdev","SEup","SElo","location","timeseries"
2019-07-09,-3.22,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) length anomaly"
2019-08-19,-0.17,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) length anomaly"
2019-10-30,-0.26,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) length anomaly"
2019-12-03,-0.38,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) length anomaly"
2020-01-06,-0.7,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) length anomaly"
2020-02-19,1.27,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) length anomaly"
2020-03-09,1.49,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) length anomaly"
2020-06-10,1.62,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) length anomaly"
2020-07-30,0.19,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) length anomaly"
2020-08-20,2.08,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) length anomaly"
2020-09-30,-1.83,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) length anomaly"
2020-10-29,-0.47,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) length anomaly"
2021-06-22,0.74,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) length anomaly"
2021-07-27,-2.71,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) length anomaly"
2021-09-07,-0.61,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) length anomaly"
2021-11-14,0.25,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) length anomaly"
2021-12-06,0.24,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) length anomaly"
2022-01-17,-0.26,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) length anomaly"
2022-02-13,-0.68,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) length anomaly"
2022-03-17,0.96,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) length anomaly"
2022-04-14,-0.78,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) length anomaly"
2022-05-18,-2.16,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) length anomaly"
2022-07-08,-0.01,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) length anomaly"
2022-08-22,-1.01,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) length anomaly"
2022-09-12,-0.07,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) length anomaly"
2022-10-16,0.48,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) length anomaly"
2022-11-10,0.05,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) length anomaly"
2022-12-06,0.66,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) length anomaly"
2023-02-09,-0.45,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) length anomaly"
2023-03-17,2.15,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) length anomaly"
2023-04-04,-1.28,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) length anomaly"
2023-05-10,-0.71,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) length anomaly"
2023-06-08,-2.33,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) length anomaly"
2023-07-09,0.08,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) length anomaly"
2023-08-09,-0.26,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) length anomaly"
2023-09-22,0.83,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) length anomaly"
2023-10-31,-2.35,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) length anomaly"
2023-11-29,-1.49,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) length anomaly"
2024-03-08,-1.51,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) length anomaly"
2024-04-19,0.27,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) length anomaly"
2024-05-24,1.84,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) length anomaly"
2024-07-05,-0.08,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) length anomaly"
2024-08-01,-0.15,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) length anomaly"
2024-09-04,-0.1,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) length anomaly"
2007-11-08,1920.42510497283,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) total biomass anomaly"
2007-12-11,-409.678388609772,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) total biomass anomaly"
2008-02-17,-378.694477406676,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) total biomass anomaly"
2008-03-05,635.185958987276,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) total biomass anomaly"
2008-04-22,NA,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) total biomass anomaly"
2008-05-16,-837.243276970972,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) total biomass anomaly"
2008-06-20,2623.94658258031,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) total biomass anomaly"
2008-09-16,123.106012043846,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) total biomass anomaly"
2008-10-28,-12.0851398637167,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) total biomass anomaly"
2009-01-14,-317.011076261092,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) total biomass anomaly"
2009-02-17,3197.72079663484,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) total biomass anomaly"
2009-03-19,1150.80639357504,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) total biomass anomaly"
2009-04-21,938.295797358441,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) total biomass anomaly"
2009-06-01,849.51986171405,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) total biomass anomaly"
2009-08-04,392.139738467648,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) total biomass anomaly"
2009-09-14,2065.27587135383,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) total biomass anomaly"
2009-10-29,602.017007076695,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) total biomass anomaly"
2010-01-31,-102.702757861622,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) total biomass anomaly"
2010-02-18,-323.392222318121,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) total biomass anomaly"
2010-04-13,-801.106944458902,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) total biomass anomaly"
2010-12-10,-132.044827964609,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) total biomass anomaly"
2011-02-20,-472.25304786185,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) total biomass anomaly"
2011-04-16,NA,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) total biomass anomaly"
2011-05-27,-458.091642422317,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) total biomass anomaly"
2011-06-28,1676.36869569293,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) total biomass anomaly"
2011-07-14,-339.056728080566,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) total biomass anomaly"
2011-08-02,1076.09123067564,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) total biomass anomaly"
2011-09-12,-460.046703536884,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) total biomass anomaly"
2011-09-29,NA,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) total biomass anomaly"
2011-10-10,-85.0004962794806,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) total biomass anomaly"
2011-10-30,NA,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) total biomass anomaly"
2011-11-15,183.845105451844,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) total biomass anomaly"
2011-12-06,-244.036087520662,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) total biomass anomaly"
2012-01-29,472.735413733405,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) total biomass anomaly"
2012-02-21,910.64336552818,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) total biomass anomaly"
2012-03-08,-475.542093447049,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) total biomass anomaly"
2012-04-05,-667.793663919738,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) total biomass anomaly"
2012-04-19,-780.313148681948,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) total biomass anomaly"
2012-05-22,1284.22236183013,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) total biomass anomaly"
2012-06-05,-920.320608131805,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) total biomass anomaly"
2012-06-24,-973.219643152014,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) total biomass anomaly"
2012-08-04,-601.424479998621,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) total biomass anomaly"
2012-09-06,-655.153521386499,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) total biomass anomaly"
2012-09-21,-100.911354857886,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) total biomass anomaly"
2012-10-22,186.262955472975,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) total biomass anomaly"
2012-11-26,15.3227731915995,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) total biomass anomaly"
2012-12-14,-288.099047733701,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) total biomass anomaly"
2013-01-16,-185.41950122502,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) total biomass anomaly"
2013-02-15,-228.16103977393,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) total biomass anomaly"
2013-03-11,-611.592932652514,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) total biomass anomaly"
2013-05-06,-301.557556146928,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) total biomass anomaly"
2013-05-13,906.971602534537,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) total biomass anomaly"
2013-05-29,-856.807170551784,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) total biomass anomaly"
2013-06-18,-1.52808579457485,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) total biomass anomaly"
2013-06-26,25.1180479621046,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) total biomass anomaly"
2013-07-17,2202.68948492369,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) total biomass anomaly"
2013-07-23,-924.046382279017,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) total biomass anomaly"
2013-08-05,-662.215597552932,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) total biomass anomaly"
2013-08-26,1059.40243092068,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) total biomass anomaly"
2013-09-12,659.601757357891,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) total biomass anomaly"
2013-10-15,427.206480512749,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) total biomass anomaly"
2013-10-24,293.066403814012,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) total biomass anomaly"
2013-11-12,-371.534156367987,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) total biomass anomaly"
2014-01-02,-395.781940718378,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) total biomass anomaly"
2014-01-16,-206.178729032041,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) total biomass anomaly"
2014-02-24,-326.02378126316,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) total biomass anomaly"
2014-04-02,-357.061047120313,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) total biomass anomaly"
2014-04-28,1410.73738890728,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) total biomass anomaly"
2014-06-12,758.710153411399,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) total biomass anomaly"
2014-07-15,-401.773594847504,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) total biomass anomaly"
2014-08-28,-543.839411526872,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) total biomass anomaly"
2014-09-16,-521.553168993443,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) total biomass anomaly"
2014-10-27,-132.571372089323,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) total biomass anomaly"
2015-01-05,-255.180281412778,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) total biomass anomaly"
2015-01-13,-382.638757287031,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) total biomass anomaly"
2015-02-13,-507.357101542505,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) total biomass anomaly"
2015-03-10,19.2031466328375,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) total biomass anomaly"
2015-04-27,625.830306308471,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) total biomass anomaly"
2015-05-13,91.0287196683771,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) total biomass anomaly"
2015-08-02,-751.625493516796,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) total biomass anomaly"
2015-08-11,-25.551895880282,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) total biomass anomaly"
2015-09-15,-316.33762358691,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) total biomass anomaly"
2015-10-19,-154.277349790582,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) total biomass anomaly"
2015-11-22,-243.331589198579,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) total biomass anomaly"
2016-01-24,-433.602825133582,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) total biomass anomaly"
2016-02-09,-510.804954479857,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) total biomass anomaly"
2016-03-18,-674.236668569039,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) total biomass anomaly"
2016-04-19,-635.539384961737,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) total biomass anomaly"
2016-05-12,-270.417395137183,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) total biomass anomaly"
2016-06-14,-640.20900573038,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) total biomass anomaly"
2016-07-18,-39.0751869370819,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) total biomass anomaly"
2016-08-29,-435.044721160167,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) total biomass anomaly"
2016-09-14,-78.5477022946537,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) total biomass anomaly"
2016-11-21,-110.802673883352,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) total biomass anomaly"
2016-12-13,-173.051648465516,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) total biomass anomaly"
2017-01-27,-196.442794995591,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) total biomass anomaly"
2017-02-13,-406.0568786812,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) total biomass anomaly"
2017-04-04,-681.303940604097,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) total biomass anomaly"
2017-04-25,31.3388090193428,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) total biomass anomaly"
2017-05-30,-203.508812056304,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) total biomass anomaly"
2017-07-05,-283.803463488037,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) total biomass anomaly"
2017-09-05,-528.165804925178,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) total biomass anomaly"
2017-10-04,-432.072166464169,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) total biomass anomaly"
2017-12-05,534.855092334098,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) total biomass anomaly"
2018-02-08,78.488319037335,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) total biomass anomaly"
2018-03-06,1556.28775968592,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) total biomass anomaly"
2018-04-25,2982.82880330007,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) total biomass anomaly"
2018-06-19,-42.1473127164594,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) total biomass anomaly"
2018-07-23,-455.261668999398,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) total biomass anomaly"
2018-08-30,-13.7932177180893,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) total biomass anomaly"
2018-09-26,-321.022099480839,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) total biomass anomaly"
2018-10-23,-141.721249329375,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) total biomass anomaly"
2018-12-04,-300.952508561088,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) total biomass anomaly"
2019-01-22,-75.1983561105966,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) total biomass anomaly"
2019-02-28,-314.660993362161,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) total biomass anomaly"
2019-04-03,-308.553066722001,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) total biomass anomaly"
2019-04-18,-788.761271287482,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) total biomass anomaly"
2019-06-11,227.447125112692,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) total biomass anomaly"
2019-07-09,-893.436277350936,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) total biomass anomaly"
2019-08-19,-504.00711287345,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) total biomass anomaly"
2019-10-30,35.3661578812081,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) total biomass anomaly"
2019-12-03,-296.878290446399,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) total biomass anomaly"
2020-01-06,-418.361591354234,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) total biomass anomaly"
2020-02-19,419.786516370927,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) total biomass anomaly"
2020-03-09,-367.246264088091,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) total biomass anomaly"
2020-06-10,4165.46695883984,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) total biomass anomaly"
2020-07-30,-33.1776572030535,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) total biomass anomaly"
2020-08-20,1090.25088735391,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) total biomass anomaly"
2020-09-30,-633.010170037608,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) total biomass anomaly"
2020-10-29,768.619000702887,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) total biomass anomaly"
2021-06-22,-453.64764736674,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) total biomass anomaly"
2021-07-27,-883.845206541536,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) total biomass anomaly"
2021-09-07,912.775568953514,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) total biomass anomaly"
2021-11-14,321.410468937247,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) total biomass anomaly"
2021-12-06,-363.36220206959,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) total biomass anomaly"
2022-01-17,-217.234274426372,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) total biomass anomaly"
2022-02-13,94.4241836778532,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) total biomass anomaly"
2022-03-17,-123.878645394722,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) total biomass anomaly"
2022-04-14,-366.949621617899,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) total biomass anomaly"
2022-05-18,-795.830806649093,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) total biomass anomaly"
2022-07-08,-782.201842316688,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) total biomass anomaly"
2022-08-22,-691.686840656249,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) total biomass anomaly"
2022-09-12,257.51852867837,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) total biomass anomaly"
2022-10-16,-320.49894443344,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) total biomass anomaly"
2022-11-10,-451.068696945217,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) total biomass anomaly"
2022-12-06,-347.872554527775,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) total biomass anomaly"
2023-02-09,-83.513667367358,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) total biomass anomaly"
2023-03-17,276.752911922081,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) total biomass anomaly"
2023-04-04,-724.264134438443,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) total biomass anomaly"
2023-05-10,1074.63944913468,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) total biomass anomaly"
2023-06-08,-786.947278506107,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) total biomass anomaly"
2023-07-09,-330.194178842759,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) total biomass anomaly"
2023-08-09,453.885505625514,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) total biomass anomaly"
2023-09-22,360.886264173253,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) total biomass anomaly"
2023-10-31,-184.135863600036,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) total biomass anomaly"
2023-11-29,-403.796796658945,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) total biomass anomaly"
2024-03-08,-643.681764210441,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) total biomass anomaly"
2024-04-19,-770.889324802108,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) total biomass anomaly"
2024-05-24,-262.486833024087,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) total biomass anomaly"
2024-07-05,-808.626631779741,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) total biomass anomaly"
2024-08-01,139.421308554857,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) total biomass anomaly"
2024-09-04,-629.29073792971,"","","","Trinidad Line Stations TH04, TH05","Euphausia pacifica (krill) total biomass anomaly"
